Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_964277365.1	iyApoUnic1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Aporus unicolor	3066195					54670		GCF_964277365.1-RS_2025_01_08	1	1	Complete Genome	31.10.2024		1
GCF_947251655.1	ilPheTrem1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pheosia tremula	2954045					26559		GCF_947251655.1-RS_2025_01_08	1	1	Complete Genome	04.11.2022		1
GCF_017896245.1	ASM1789624v1	Wolbachia endosymbiont of Aedes aegypti	546165					GV_2018_4		GCF_017896245.1-RS_2025_01_08	1	1	Complete Genome	10.04.2021		1
GCF_964028545.1	ilAgrInqu1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Agriphila inquinatella	3077918					5e1ae63a-5394-42f7-8d7f-9797bcdf1039		GCF_964028545.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_947251495.1	ilPamFasc1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Pammene fasciana	2954037					26545		GCF_947251495.1-RS_2025_01_08	1	1	Complete Genome	04.11.2022		1
GCF_947250785.1	iyAncNigr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Ancistrocerus nigricornis	2953974					24841		GCF_947250785.1-RS_2025_01_08	1	1	Complete Genome	02.11.2022		1
GCF_964028495.1	ilCydAmpl1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Cydia amplana	3066169					54639		GCF_964028495.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_964028455.1	ilAgrPuta1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Agrotis puta	3066162					54632		GCF_964028455.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_964026725.1	idGerAngu1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Germaria angustata	3077916					efa2cf0d-cb6d-4fcc-b883-fe0ecf22e7f1		GCF_964026725.1-RS_2025_01_08	1	1	Complete Genome	20.04.2024		1
GCF_964028205.1	ilXylAreo1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Xylocampa areola	3066185					54659		GCF_964028205.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_964026765.1	iyChaSisp2.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Chalcis sispes	3066197					54672		GCF_964026765.1-RS_2025_01_08	1	1	Complete Genome	20.04.2024		1
GCF_964027115.1	idMyoTest1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Myopa testacea	3066148					54616		GCF_964027115.1-RS_2025_01_08	1	1	Complete Genome	20.04.2024		1
GCF_964028485.1	iyParGnat1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Paraperithous gnathaulax	3066212					54692		GCF_964028485.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_000829315.1	ASM82931v1	Wolbachia endosymbiont of Cimex lectularius	246273		wCle					GCF_000829315.1-RS_2025_01_08	1	1	Complete Genome	10.06.2014		1
GCF_032848195.1	ASM3284819v1	Wolbachia endosymbiont of Drosophila aff. chauvacae BK-2020	3080329					mont_up-71		GCF_032848195.1-RS_2025_01_08	1	1	Complete Genome	19.10.2023		1
GCF_964026745.1	ilCydStro3.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Cydia strobilella	3066170					54641		GCF_964026745.1-RS_2025_01_08	1	1	Complete Genome	20.04.2024		1
GCF_964019485.1	icAgrLine1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Agriotes lineatus	3077930					c80ccc06-2dea-4acd-bd14-5b1b8c50ad68		GCF_964019485.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_964019665.1	icCanRufa1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Cantharis rufa	3066279					54748		GCF_964019665.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_048537595.1	ASM4853759v1	Wolbachia endosymbiont of Rhagoletis indifferens	3383250		wInd					GCF_048537595.1-RS_2025_03_11	1	1	Complete Genome	12.03.2025		1
GCF_039540065.1	ASM3954006v1	Wolbachia endosymbiont of Encarsia formosa	77125					wFor_SYAU		GCF_039540065.1-RS_2025_01_08	1	1	Complete Genome	08.05.2024		1
GCF_002287885.2	ASM228788v2	Candidatus Nanopelagicus limnes	1884634					MMS-21-122		GCF_002287885.2-RS_2025_03_17	1	1	Complete Genome	05.10.2017		1
GCF_964019925.1	icCanNigr2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Cantharis nigra	3066278					54809		GCF_964019925.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_024299005.1	ASM2429900v1	Neoehrlichia mikurensis	89586					18-2804		GCF_024299005.1-RS_2025_01_08	1	1	Complete Genome	18.07.2022		1
GCF_018491735.2	ASM1849173v2	Wolbachia endosymbiont of Anopheles demeilloni	2748871					wAnD		GCF_018491735.2-RS_2025_01_08	1	1	Complete Genome	11.01.2022		1
GCF_964030865.1	idDioLine1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Dioctria linearis	3066290					54760		GCF_964030865.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_964031135.1	iyAleAlte1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Aleiodes alternator	3139329					afa3a905-95f8-4136-b115-ae4b326c4656		GCF_964031135.1-RS_2025_05_01	1	1	Complete Genome	01.05.2025		1
GCF_964263235.1	idLimTigr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group B) of Limnophora tigrina	3139317					42ab1650-08fc-4c19-a216-a18826b92d8a		GCF_964263235.1-RS_2025_01_08	1	1	Complete Genome	15.09.2024		1
GCF_904848675.1	Pt_Alt_01	Candidatus Profftia tarda	1177216					PROFFT		GCF_904848675.1-RS_2025_03_31	1	1	Complete Genome	20.06.2021		1
GCF_002288005.1	ASM228800v1	Candidatus Nanopelagicus hibericus	1884915					MMS-21-160		GCF_002288005.1-RS_2025_03_17	1	1	Complete Genome	08.09.2017		1
GCF_964028175.1	iyNomFuca1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Nomada fucata	3066206					54684		GCF_964028175.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_964026905.1	ilEnnEroa1.Wolbachia_sp_3.1	Wolbachia endosymbiont (group B) of Ennomos erosarius	3066175					54647		GCF_964026905.1-RS_2025_01_08	1	1	Complete Genome	20.04.2024		1
GCF_964028125.1	idPhaObes1.Wolbachia_sp_2.1	Wolbachia endosymbiont (group A) of Phasia obesa	3066152					54622		GCF_964028125.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_964031045.1	icAspAene1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Aspidapion aeneum	3066276					54746		GCF_964031045.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_020541265.1	ASM2054126v1	Candidatus Profftia lariciata	1987921					Ad13-081		GCF_020541265.1-RS_2025_03_31	1	1	Complete Genome	21.10.2021		1
GCF_012277315.1	ASM1227731v1	Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	2732594					wCfeJ		GCF_012277315.1-RS_2025_01_08	1	1	Complete Genome	14.04.2020		1
GCF_947251475.1	ilEpiAlte1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Epirrhoe alternata	2954007					26618		GCF_947251475.1-RS_2025_01_08	1	1	Complete Genome	04.11.2022		1
GCF_024804185.1	ASM2480418v1	Wolbachia endosymbiont of Aedes albopictus	167957					wAlbA-JF2017		GCF_024804185.1-RS_2025_01_08	3	3	Complete Genome	31.08.2022		3
GCF_964028565.1	iyTroLine1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Tromatobia lineatoria	3066215					54696		GCF_964028565.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_013342985.1	ASM1334298v1	Candidatus Ruthia endofausta	2738852					JDF_Ridge		GCF_013342985.1-RS_2025_04_08	1	1	Complete Genome	15.06.2020		1
GCF_020541305.1	ASM2054130v1	Candidatus Vallotiella adelgis	1177211					19-005_Vallotia		GCF_020541305.1-RS_2025_03_31	2	2	Complete Genome	21.10.2021		2
GCF_964028115.1	iyAntPlum1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Anthophora plumipes	3066194					54669		GCF_964028115.1-RS_2025_01_08	1	1	Complete Genome	28.06.2024		1
GCF_002288305.1	ASM228830v1	Candidatus Nanopelagicus abundans	1884916					MMS-IIB-91		GCF_002288305.1-RS_2025_03_17	1	1	Complete Genome	08.09.2017		1
GCF_002688585.1	ASM268858v1	Candidatus Fonsibacter ubiquis	1925548		LSUCC0530			LSUCC0530		GCF_002688585.1-RS_2025_03_31	1	1	Complete Genome	24.10.2017		1
GCF_965196625.1	ihNabLimb1.Cardinium_sp_1.1	Cardinium endosymbiont of Nabis limbatus	3066217					54698		GCF_965196625.1-RS_2025_03_11	1	1	Complete Genome	12.03.2025		1
GCF_964277355.1	iyNomRufp1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Nomada rufipes	3077933					96966ad8-a23b-4aab-bed6-13aa38558226		GCF_964277355.1-RS_2024_10_30	1	1	Complete Genome	31.10.2024		1
GCF_947251485.1	iyScaNigr1.Wolbachia_sp_1.1	Wolbachia endosymbiont (group A) of Scambus nigricans	2954055					26568		GCF_947251485.1-RS_2025_01_08	1	1	Complete Genome	04.11.2022		1
GCF_964275155.1	icCurGlan1.Curculioniphilus_sp_1.1	Candidatus Curculioniphilus buchneri endosymbiont of Curculio glandium	1191162					6e1ca57e-09da-49ce-bd0a-402a6b7c547f		GCF_964275155.1-RS_2024_10_30	1	1	Complete Genome	31.10.2024		1
GCF_936981045.1	CaOegib_v1.0	Cardinium endosymbiont of Oedothorax gibbosus	931101		cOegibbosus-W744x776					GCF_936981045.1-RS_2024_08_06	1	1	Complete Genome	24.05.2022		1
GCF_034359465.1	ASM3435946v1	Candidatus Bandiella woodruffii	1664265		NDG2					GCF_034359465.1-RS_2025_01_08	3	3	Complete Genome	13.12.2023		3
GCF_021057185.1	ASM2105718v1	Candidatus Absconditicoccus praedator	2735562		M39-6					GCF_021057185.1-RS_2025_03_28	1	1	Complete Genome	06.12.2021		1
GCF_910593725.1	Mv_alt_compl	Candidatus Vallotiella hemipterorum	1177213					MYVALT		GCF_910593725.1-RS_2025_03_31	2	2	Complete Genome	07.07.2021		2
GCF_964019755.1	icPolCerv1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Polydrusus cervinus	3066287					54744		GCF_964019755.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_000513475.1	Bbla	Candidatus Babela massiliensis	673862		673862					GCF_000513475.1-RS_2025_03_13	1	1	Complete Genome	04.12.2013		1
GCF_964030835.1	idNepFlae1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Nephrotoma flavescens	3066302					54773		GCF_964030835.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_003351905.1	ASM335190v1	Cardinium endosymbiont of Sogatella furcifera	650378		cSfur					GCF_003351905.1-RS_2025_03_31	1	1	Complete Genome	01.08.2018		1
GCF_964019525.1	idEupLuni2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Eupeodes luniger	3066300					54771		GCF_964019525.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_964030745.1	icPhiSpin1.Cardinium_sp_1.1	Cardinium endosymbiont of Philonthus spinipes	3077941					248ce136-065e-44ec-812d-2cec7f8cc098		GCF_964030745.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_025273655.1	ASM2527365v1	Candidatus Mycosynbacter amalyticus	2665156					JR1		GCF_025273655.1-RS_2024_09_29	1	1	Complete Genome	22.01.2020		1
GCF_900698925.1	ErCicurvipes_v1.0	Candidatus Erwinia haradaeae	1922217		ErCicurvipes			3402		GCF_900698925.1-RS_2024_12_13	2	2	Complete Genome	28.02.2019		2
GCF_012030695.1	ASM1203069v1	Wolbachia endosymbiont of Brugia pahangi	96495					FR3		GCF_012030695.1-RS_2025_01_08	1	1	Complete Genome	05.04.2020		1
GCF_964020005.1	idAthIbis2.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Atherix ibis	3066291					54761		GCF_964020005.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_020541325.1	ASM2054132v1	Candidatus Vallotia laricis	2018052					Ad13-081_Vallotia		GCF_020541325.1-RS_2025_03_31	2	2	Complete Genome	21.10.2021		2
GCF_030718845.1	ASM3071884v1	Mycoplasma seminis	512749		2200					GCF_030718845.1-RS_2024_08_13	1	1	Complete Genome	14.08.2023		1
GCF_964019765.1	ijPanGerm4.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Panorpa germanica	3066314					54783		GCF_964019765.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_964030685.1	idDilFebr1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Dilophus febrilis	3066292					54762		GCF_964030685.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_000010405.1	ASM1040v1	Candidatus Vesicomyidisocius calyptogenae	412965		HA					GCF_000010405.1-RS_2024_06_16	1	1	Complete Genome	23.05.2007		1
GCF_018107685.1	ASM1810768v1	Coxiella endosymbiont of Amblyomma nuttalli	2749996					Craf2019		GCF_018107685.1-RS_2024_08_13	1	1	Complete Genome	20.04.2021		1
GCF_964019845.1	igLabMino1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Labia minor	3066305					54776		GCF_964019845.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_964019625.1	iyDipLaet1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Diplazon laetatorius	3066322					54808		GCF_964019625.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_049942695.1	ASM4994269v1	Mycoplasma hafezii	525886		848					GCF_049942695.1-RS_2025_04_28	1	1	Complete Genome	13.05.2025		1
GCF_027925085.1	ASM2792508v1	Candidatus Borrelia fainii	2518322		Qtaro			Qtaro		GCF_027925085.1-RS_2025_05_11	6	6	Complete Genome	27.12.2022		6
GCF_048074525.1	ASM4807452v1	Mycoplasma aquilae ATCC BAA-1896	547986		1449					GCF_048074525.1-RS_2025_02_27	1	1	Complete Genome	01.03.2025		1
GCF_900048035.1	GEFVIR	Candidatus Gullanella endobia	1070130					GEFVIR		GCF_900048035.1-RS_2024_12_13	1	1	Complete Genome	28.03.2016		1
GCF_023035795.1	ASM2303579v1	Borrelia nietonii YOR	1293576		YOR					GCF_023035795.1-RS_2024_12_11	11	11	Complete Genome	18.04.2022		11
GCF_964026495.1	idOrnChlo1.Arsenophonus_sp_1.1	Arsenophonus symbiont of Ornithomya chloropus	634121					4a44dec7-1428-4e8e-a2ca-597ecf37f33b		GCF_964026495.1-RS_2024_06_05	1	1	Complete Genome	05.06.2024		1
GCF_013365455.1	ASM1336545v1	Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis	1812115		FR3					GCF_013365455.1-RS_2025_01_08	1	1	Complete Genome	22.06.2020		1
GCF_030439725.2	ASM3043972v2	Borreliella tanukii	56146		Koshiki4E					GCF_030439725.2-RS_2025_03_08	14	14	Complete Genome	27.02.2025		14
GCF_030438115.2	ASM3043811v2	Borreliella japonica	34095		Miyazaki2E					GCF_030438115.2-RS_2025_03_08	16	16	Complete Genome	27.02.2025		16
GCF_964026585.1	tzWatSuba1.Endowatersipora_sp_1.1	Candidatus Endowatersipora endosymbiont of Watersipora subatra	3077946					43b74ebf-e130-4f44-8535-63889c67b80b		GCF_964026585.1-RS_2025_04_19	1	1	Complete Genome	20.04.2024		1
GCA_030445085.2	ASM3044508v2	Borreliella americana	478807		SCW41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	11	11	Complete Genome	12.07.2023		11
GCF_030438475.2	ASM3043847v2	Borreliella californiensis	373543		CA443					GCF_030438475.2-RS_2025_03_06	13	13	Complete Genome	27.02.2025		13
GCF_030438365.2	ASM3043836v2	Borreliella finlandensis	498741		Z11					GCF_030438365.2-RS_2025_03_08	8	8	Complete Genome	27.02.2025		8
GCF_032595855.2	ASM3259585v2	Borreliella carolinensis	478174		MI-3					GCF_032595855.2-RS_2025_03_08	14	14	Complete Genome	27.02.2025		14
GCF_907164955.1	CLEDm	Coxiella endosymbiont of Dermacentor marginatus	1656159					CLEDm		GCF_907164955.1-RS_2024_11_26	1	1	Complete Genome	28.10.2022		1
GCF_032595975.2	ASM3259597v2	Borreliella andersonii	42109		MOD-5					GCF_032595975.2-RS_2025_03_06	12	12	Complete Genome	21.02.2025		12
GCF_000304455.1	CCh_cEper1	Cardinium endosymbiont cEper1 of Encarsia pergandiella	1231626		cEper1					GCF_000304455.1-RS_2025_03_31	2	2	Complete Genome	13.09.2012		2
GCF_030253535.1	ASM3025353v1	Candidatus Southlakia epibionticum	3043284		ML1					GCF_030253535.1-RS_2024_11_20	1	1	Complete Genome	12.06.2023		1
GCF_013365475.1	ASM1336547v1	Wolbachia endosymbiont of Cruorifilaria tuberocauda	1812111		55YT					GCF_013365475.1-RS_2025_01_08	1	1	Complete Genome	22.06.2020		1
GCF_013365495.1	ASM1336549v1	Wolbachia endosymbiont of Dipetalonema caudispina	1812112		362YU					GCF_013365495.1-RS_2025_01_08	1	1	Complete Genome	22.06.2020		1
GCF_003072485.1	ASM307248v1	Candidatus Fokinia solitaria	1802984					Rio ETE_ALG 3VII		GCF_003072485.1-RS_2025_01_08	1	1	Complete Genome	25.04.2018		1
GCF_964277425.1	idLipCerv2.Arsenophonus_sp_1.1	Arsenophonus endosymbiont of Lipoptena cervi	363258					a36fb20a-5ce7-4c9d-928d-b37a4c93de54		GCF_964277425.1-RS_2024_10_30	1	1	Complete Genome	31.10.2024		1
GCF_001534665.1	ASM153466v1	Candidatus Arsenophonus lipoptenae	634113		CB					GCF_001534665.1-RS_2025_03_03	1	1	Complete Genome	25.01.2016		1
GCF_900039485.1	DEMHIR	Candidatus Doolittlea endobia	1778262					DEMHIR		GCF_900039485.1-RS_2024_12_13	2	2	Complete Genome	28.03.2016		2
GCF_021654655.1	ASM2165465v1	Candidatus Hydrogenosomobacter endosymbioticus	2558174					200920		GCF_021654655.1-RS_2025_03_13	1	1	Complete Genome	26.11.2021		1
GCF_964019505.1	icOthPunc1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Othius punctulatus	3066289					54758		GCF_964019505.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_042465095.1	MDX_Spiroplasma_sAnu_v1	Spiroplasma endosymbiont of Anurida maritima	2967972					Wells-next-the-Sea		GCF_042465095.1-RS_2024_10_01	1	1	Complete Genome	11.10.2024		1
GCF_023585725.1	ASM2358572v1	Candidatus Blochmanniella camponoti	108080		C-050					GCF_023585725.1-RS_2025_03_17	1	1	Complete Genome	30.05.2022		1
GCF_023585785.1	ASM2358578v1	Blochmannia endosymbiont of Camponotus modoc	2945587		C-002					GCF_023585785.1-RS_2025_03_17	1	1	Complete Genome	30.05.2022		1
GCF_023585765.1	ASM2358576v1	Blochmannia endosymbiont of Camponotus sp.	700220		C-016					GCF_023585765.1-RS_2025_03_17	1	1	Complete Genome	30.05.2022		1
GCF_009827135.1	ASM982713v1	Blochmannia endosymbiont of Camponotus nipponensis	2681986					CNIEBac		GCF_009827135.1-RS_2025_03_17	1	1	Complete Genome	02.01.2020		1
GCF_023585685.1	ASM2358568v1	Blochmannia endosymbiont of Camponotus sp. C-003	2945588		C-003					GCF_023585685.1-RS_2025_03_17	1	1	Complete Genome	30.05.2022		1
GCF_023585865.1	ASM2358586v1	Blochmannia endosymbiont of Camponotus sp. C-046	2945589		C-046					GCF_023585865.1-RS_2025_03_17	1	1	Complete Genome	30.05.2022		1
GCF_005697565.1	ASM569756v1	Candidatus Nanosynbacter featherlites	2572088		BB001					GCF_005697565.1-RS_2025_03_31	1	1	Complete Genome	23.05.2019		1
GCF_000973545.1	ASM97354v1	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597		757					GCF_000973545.1-RS_2025_03_17	1	1	Complete Genome	20.04.2015		1
GCF_018024475.1	ASM1802447v1	Candidatus Phytoplasma luffae	35773					NCHU2019		GCF_018024475.1-RS_2025_03_31	1	1	Complete Genome	16.04.2021		1
GCF_026821955.1	ASM2682195v1	Candidatus Phytoplasma rubi	399025		RS					GCF_026821955.1-RS_2025_03_31	1	1	Complete Genome	12.12.2022		1
GCF_964026685.1	PrHaacuecueyetzin_TABTEA_v1.0	Candidatus Providencia siddallii	1715285		acuecueyetzin-TABTEA					GCF_964026685.1-RS_2024_06_02	1	1	Complete Genome	20.04.2024		1
GCF_000973505.1	ASM97350v1	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596		675					GCF_000973505.1-RS_2025_03_17	1	1	Complete Genome	20.04.2015		1
GCF_003072465.1	ASM307246v1	Candidatus Kinetoplastidibacterium kentomonadis	1576550		MF-08					GCF_003072465.1-RS_2025_04_07	1	1	Complete Genome	25.04.2018		1
GCF_014857065.1	ASM1485706v1	Blochmannia endosymbiont of Colobopsis nipponica	2681987					CNIPBac		GCF_014857065.1-RS_2025_03_17	1	1	Complete Genome	06.10.2020		1
GCF_000828815.1	ASM82881v1	Candidatus Tachikawaea gelatinosa	1410383		UwTKB					GCF_000828815.1-RS_2024_12_13	1	1	Complete Genome	19.09.2014		1
GCF_018866205.1	ASM1886620v1	Candidatus Minimicrobia vallesae	2841264					IHU2		GCF_018866205.1-RS_2024_09_29	1	1	Complete Genome	14.06.2021		1
GCF_964020035.1	icCriAspa1.Spiroplasma_sp_1.1	Spiroplasma endosymbiont of Crioceris asparagi	3066286					54756		GCF_964020035.1-RS_2025_04_05	1	1	Complete Genome	05.04.2024		1
GCF_036352135.1	ASM3635213v1	Metamycoplasma gateae	35769		3700					GCF_036352135.1-RS_2024_12_11	1	1	Complete Genome	04.02.2024		1
GCF_900343015.1	ARADv1	Arsenophonus endosymbiont of Aleurodicus dispersus	235559		ARAD					GCF_900343015.1-RS_2024_08_12	1	1	Complete Genome	04.10.2018		1
GCF_000582535.1	ASM58253v1	Candidatus Hepatoplasma crinochetorum Av	1427984		Av					GCF_000582535.1-RS_2025_03_17	1	1	Complete Genome	26.02.2014		1
GCF_002850495.1	ASM285049v1	Coxiella-like endosymbiont of Amblyomma americanum	1987500					CLE-AaGA		GCF_002850495.1-RS_2024_12_09	1	1	Complete Genome	03.01.2018		1
GCF_000815025.1	ASM81502v1	Coxiella endosymbiont of Amblyomma americanum	325775					C904		GCF_000815025.1-RS_2024_08_11	1	1	Complete Genome	06.01.2015		1
GCF_900044015.1	HETPER1	Candidatus Hoaglandella endobia	1778263					HETPER		GCF_900044015.1-RS_2024_12_13	3	3	Complete Genome	28.03.2016		3
GCF_009883795.1	ASM988379v1	Coxiella endosymbiont of Amblyomma sculptum	2487929		CeAS-UFV					GCF_009883795.1-RS_2024_08_12	1	1	Complete Genome	15.01.2020		1
GCF_951805245.1	peDipJapo1.Cytomitobacter_primus_1.1	Candidatus Cytomitobacter primus	2066024					43202		GCF_951805245.1-RS_2024_12_02	1	1	Complete Genome	03.06.2023		1
GCF_003268615.1	ASM326861v1	Blattabacterium clevelandi	164516		CCLhc					GCF_003268615.1-RS_2024_10_23	2	2	Complete Genome	27.06.2018		2
GCF_960610765.1	peDipJapo1.Nesciobacter_abundans_1.1	Candidatus Nesciobacter abundans	2601668					44043		GCF_960610765.1-RS_2025_03_31	1	1	Complete Genome	26.07.2023		1
GCF_038024965.1	ASM3802496v1	Candidatus Phytoplasma fraxini	35780					AshY1		GCF_038024965.1-RS_2025_04_09	1	1	Complete Genome	10.04.2024		1
GCF_021065005.1	ASM2106500v1	Candidatus Gromoviella agglomerans	2806609		Sp8-1					GCF_021065005.1-RS_2025_03_27	1	1	Complete Genome	06.12.2021		1
GCF_025021925.1	ASM2502192v1	Wolbachia endosymbiont of Howardula sp.	2916816					HA_SPA		GCF_025021925.1-RS_2025_01_08	1	1	Complete Genome	07.09.2022		1
GCF_001242845.1	Wobs_v01	Candidatus Westeberhardia cardiocondylae	1594731		obscurior			BR-alpha		GCF_001242845.1-RS_2025_03_31	1	1	Complete Genome	21.07.2015		1
GCF_002776555.1	ASM277655v1	Candidatus Legionella polyplacis	2005262		PsAG					GCF_002776555.1-RS_2024_11_26	1	1	Complete Genome	16.11.2017		1
GCF_964031065.1	ilTilCitr1.Alphaproteobacteria_sp_1.1	Alphaproteobacteria bacterium endosymbiont of Tiliacea citrago	3077944					505fd183-51c7-4e82-941a-c68b91ba9cc6		GCF_964031065.1-RS_2025_04_24	1	1	Complete Genome	25.04.2024		1
GCF_012562765.1	ASM1256276v1	Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795					PpusSym		GCF_012562765.1-RS_2024_05_05	2	2	Complete Genome	20.04.2020		2
GCF_003391335.1	ASM339133v1	Candidatus Purcelliella pentastirinorum	472834		OLIH					GCF_003391335.1-RS_2024_12_13	1	1	Complete Genome	15.08.2018		1
